"","Fine_STE","Medium_STE","Coarse_STE","OTU_MetricCalc","Mapped.Taxon.Serial.Number","Taxon","Taxon.Serial.Number","Phylum","Subphylum","Superclass","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Custom.Subfamily","Tribe","Genus.Group","Subtribe","Genus","Species.Group","Subgenus","Species","Subspecies","Exclusion_reason","Excluded","Coarse_STE_rank","Medium_STE_rank","Fine_STE_rank","Coarse_STE_attribute_use","Medium_STE_attribute_use","Fine_STE_attribute_use","Coarse_STE_HBI_use","Medium_STE_HBI_use","Fine_STE_HBI_use","Coarse_STE_MTI_use","Medium_STE_MTI_use","Fine_STE_MTI_use","Coarse_STE_FSBI_use","Medium_STE_FSBI_use","Fine_STE_FSBI_use","Coarse_STE_FSBI_use2","Medium_STE_FSBI_use2","Fine_STE_FSBI_use2"
"672","Lara","Lara","Lara","Lara",114137,"Lara avara",114139,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Elmidae","","","","","","Lara","","","","",NA,NA,"Genus","Genus","Genus","Lara","Lara","Lara","Elmidae","Elmidae","Elmidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Larsia","Pentaneurini","Chironomidae","Larsia",128183,"Larsia",128183,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Tanypodinae","","Pentaneurini","","","Larsia","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Pentaneurini","Larsia","Chironomidae","Pentaneurini","Pentaneurini",NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Laversia","Acari","Acari","Laversia",82971,"Laversia",82971,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Arrenuridae","","","","","","Laversia","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Arrenuridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Lebertia","Acari","Acari","Lebertia",83034,"Lebertia",83034,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Lebertiidae","","","","","","Lebertia","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Lebertia",NA,NA,"Lebertia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","Lepidonotus","Lepidonotus","Lepidonotus","Lepidonotus",64599,"Lepidonotus",64599,"Annelida","","","Polychaeta","Palpata","","","Aciculata","Phyllodocida","","","Polynoidae","","","","","","Lepidonotus","","","","",NA,NA,"Genus","Genus","Genus","Lepidonotus","Lepidonotus","Lepidonotus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","Lepidoptera","Lepidoptera","Lepidoptera","Lepidoptera",117232,"Noctuidae",117318,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Lepidoptera","","","","","","","","","","","","","","",NA,NA,"Order","Order","Order","Lepidoptera","Lepidoptera","Lepidoptera","Lepidoptera","Lepidoptera","Lepidoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Lepidoptera","Lepidoptera","Lepidoptera","Lepidoptera",117232,"Oligia",117424,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Lepidoptera","","","","","","","","","","","","","","",NA,NA,"Order","Order","Order","Lepidoptera","Lepidoptera","Lepidoptera","Lepidoptera","Lepidoptera","Lepidoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Lepidoptera","Lepidoptera","Lepidoptera","Lepidoptera",117232,"Lepidoptera",117232,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Lepidoptera","","","","","","","","","","","","","","",NA,NA,"Order","Order","Order","Lepidoptera","Lepidoptera","Lepidoptera","Lepidoptera","Lepidoptera","Lepidoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Lepidoptera","Lepidoptera","Lepidoptera","Lepidoptera",117232,"Crambidae",693963,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Lepidoptera","","","","","","","","","","","","","","",NA,NA,"Order","Order","Order","Lepidoptera","Lepidoptera","Lepidoptera","Lepidoptera","Lepidoptera","Lepidoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Lepidoptera","Lepidoptera","Lepidoptera","Lepidoptera",117232,"Pyralidae",117641,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Lepidoptera","","","","","","","","","","","","","","",NA,NA,"Order","Order","Order","Lepidoptera","Lepidoptera","Lepidoptera","Lepidoptera","Lepidoptera","Lepidoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",116794,"Lepidostoma Unicolor Group",-257,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Lepidostomatidae","Lepidostomatinae","","","","","Lepidostoma","","","","",NA,NA,"Genus","Genus","Genus","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",NA,NA,NA,"Lepidostoma","Lepidostoma","Lepidostoma"
"683","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",116794,"Lepidostoma togatum",116847,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Lepidostomatidae","Lepidostomatinae","","","","","Lepidostoma","","","","",NA,NA,"Genus","Genus","Genus","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",NA,NA,NA,"Lepidostoma","Lepidostoma","Lepidostoma"
"684","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",116794,"Lepidostoma",116794,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Lepidostomatidae","Lepidostomatinae","","","","","Lepidostoma","","","","",NA,NA,"Genus","Genus","Genus","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",NA,NA,NA,"Lepidostoma","Lepidostoma","Lepidostoma"
"685","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",116794,"Lepidostoma Pluviale Group",-21,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Lepidostomatidae","Lepidostomatinae","","","","","Lepidostoma","","","","",NA,NA,"Genus","Genus","Genus","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",NA,NA,NA,"Lepidostoma","Lepidostoma","Lepidostoma"
"686","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",116794,"Lepidostoma baxea",116891,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Lepidostomatidae","Lepidostomatinae","","","","","Lepidostoma","","","","",NA,NA,"Genus","Genus","Genus","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",NA,NA,NA,"Lepidostoma","Lepidostoma","Lepidostoma"
"687","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",116794,"Lepidostoma cinereum",116888,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Lepidostomatidae","Lepidostomatinae","","","","","Lepidostoma","","","","",NA,NA,"Genus","Genus","Genus","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",NA,NA,NA,"Lepidostoma","Lepidostoma","Lepidostoma"
"688","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",116794,"Lepidostoma pluviale",116875,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Lepidostomatidae","Lepidostomatinae","","","","","Lepidostoma","","","","",NA,NA,"Genus","Genus","Genus","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",NA,NA,NA,"Lepidostoma","Lepidostoma","Lepidostoma"
"689","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",116794,"Lepidostoma Hoodi Group",-255,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Lepidostomatidae","Lepidostomatinae","","","","","Lepidostoma","","","","",NA,NA,"Genus","Genus","Genus","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",NA,NA,NA,"Lepidostoma","Lepidostoma","Lepidostoma"
"690","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",116794,"Lepidostoma (Neodinarthrum)",598779,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Lepidostomatidae","Lepidostomatinae","","","","","Lepidostoma","","","","",NA,NA,"Genus","Genus","Genus","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",NA,NA,NA,"Lepidostoma","Lepidostoma","Lepidostoma"
"691","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",116794,"Lepidostomatidae",116793,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Lepidostomatidae","Lepidostomatinae","","","","","Lepidostoma","","","","",NA,NA,"Genus","Genus","Genus","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",NA,NA,NA,"Lepidostoma","Lepidostoma","Lepidostoma"
"692","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",116794,"Lepidostoma cascadense",116886,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Lepidostomatidae","Lepidostomatinae","","","","","Lepidostoma","","","","",NA,NA,"Genus","Genus","Genus","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",NA,NA,NA,"Lepidostoma","Lepidostoma","Lepidostoma"
"693","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",116794,"Lepidostoma hoodi",116879,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Lepidostomatidae","Lepidostomatinae","","","","","Lepidostoma","","","","",NA,NA,"Genus","Genus","Genus","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",NA,NA,NA,"Lepidostoma","Lepidostoma","Lepidostoma"
"694","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",116794,"Lepidostoma unicolor",116821,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Lepidostomatidae","Lepidostomatinae","","","","","Lepidostoma","","","","",NA,NA,"Genus","Genus","Genus","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",NA,NA,NA,"Lepidostoma","Lepidostoma","Lepidostoma"
"695","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",116794,"Lepidotoma-panel case larvae",-258,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Lepidostomatidae","Lepidostomatinae","","","","","Lepidostoma","","","","",NA,NA,"Genus","Genus","Genus","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",NA,NA,NA,"Lepidostoma","Lepidostoma","Lepidostoma"
"696","Leptoceridae","Leptoceridae","Leptoceridae","Leptoceridae",116547,"Leptoceridae",116547,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Leptoceroidea","Leptoceridae","","","","","","","","","","",NA,NA,"Family","Family","Family","Leptoceridae","Leptoceridae","Leptoceridae","Leptoceridae","Leptoceridae","Leptoceridae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","Leptohyphidae","Leptohyphidae","Leptohyphidae","Leptohyphidae",568545,"Leptohyphidae",568545,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Leptohyphidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Leptohyphidae","Leptohyphidae","Leptohyphidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Leptophlebiidae","Leptophlebiidae","Leptophlebiidae","Leptophlebiidae",101095,"Leptophlebiidae",101095,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Furcatergalia","Lanceolata","","Leptophlebiidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Leptophlebiidae","Leptophlebiidae","Leptophlebiidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Lestes","Lestes","Lestes","Lestes",102061,"Lestes",102061,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Odonata","Zygoptera","","","Lestidae","","","","","","Lestes","","","","",NA,NA,"Genus","Genus","Genus","Lestes","Lestes","Lestes","Lestes","Lestes","Lestes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Lethocerus","Lethocerus","Lethocerus","Lethocerus",103699,"Lethocerus",103699,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Hemiptera","Heteroptera","Nepomorpha","Nepoidea","Belostomatidae","Lethocerinae","","","","","Lethocerus","","","","",NA,NA,"Genus","Genus","Genus","Heteroptera","Heteroptera","Heteroptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Leucotrichia","Leucotrichia","Leucotrichia","Leucotrichia",115630,"Leucotrichia pictipes",115631,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Hydroptiloidea","Hydroptilidae","Hydroptilinae","","Leucotrichiini","","","Leucotrichia","","","","",NA,NA,"Genus","Genus","Genus","Leucotrichia","Leucotrichia","Leucotrichia","Leucotrichia","Leucotrichia","Leucotrichia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Leucotrichia","Leucotrichia","Leucotrichia","Leucotrichia",115630,"Leucotrichia",115630,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Hydroptiloidea","Hydroptilidae","Hydroptilinae","","Leucotrichiini","","","Leucotrichia","","","","",NA,NA,"Genus","Genus","Genus","Leucotrichia","Leucotrichia","Leucotrichia","Leucotrichia","Leucotrichia","Leucotrichia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Leucrocuta","Leucrocuta","Leucrocuta","Leucrocuta",100676,"Leucrocuta",100676,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Setisura","","","Heptageniidae","","","","","","Leucrocuta","","","","",NA,NA,"Genus","Genus","Genus","Heptageniidae","Heptageniidae","Heptageniidae","Leucrocuta","Leucrocuta","Leucrocuta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Leuctridae","Leuctridae","Leuctridae","Leuctridae",102840,"Leuctridae",102840,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Euholognatha","","","Leuctridae","","","","","","","","","","",NA,NA,"Family","Family","Family","Leuctridae","Leuctridae","Leuctridae","Leuctridae","Leuctridae","Leuctridae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Leuctridae","Leuctridae","Leuctridae","Leuctridae",102840,"Paraleuctra",102887,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Euholognatha","","","Leuctridae","","","","","","","","","","",NA,NA,"Family","Family","Family","Leuctridae","Leuctridae","Leuctridae","Leuctridae","Leuctridae","Leuctridae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Leuctridae","Leuctridae","Leuctridae","Leuctridae",102840,"Leuctra",102844,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Euholognatha","","","Leuctridae","","","","","","","","","","",NA,NA,"Family","Family","Family","Leuctridae","Leuctridae","Leuctridae","Leuctridae","Leuctridae","Leuctridae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Libellulidae","Libellulidae","Libellulidae","Libellulidae",101797,"Libellulidae",101797,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Odonata","Anisoptera","","","Libellulidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Libellulidae","Libellulidae","Libellulidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Libellulidae","Libellulidae","Libellulidae","Libellulidae",101797,"Sympetrum",101976,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Odonata","Anisoptera","","","Libellulidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Libellulidae","Libellulidae","Libellulidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae",115933,"Limnephilidae sp. AJF#01",-212,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Limnephilidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae",115933,"Limnephilidae sp. AJF#02",-213,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Limnephilidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae",115933,"Limnephilinae",568764,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Limnephilidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae",115933,"Pycnopsyche",116409,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Limnephilidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae",115933,"Limnephilidae",115933,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Limnephilidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae",115933,"Limnephilidae sp. AJF#03",-214,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Limnephilidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","Limnephiloidea","Limnephiloidea","Limnephiloidea","Limnephiloidea",598162,"Limnephiloidea",598162,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","","","","","","","","","","","",NA,NA,"Superfamily","Superfamily","Superfamily","Trichoptera","Trichoptera","Trichoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Limnephilus","Limnephilus","Limnephilus","Limnephilus",116069,"Limnephilus",116069,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Limnephilidae","Limnephilinae","","Limnephilini","","","Limnephilus","","","","",NA,NA,"Genus","Genus","Genus","Limnephilinae","Limnephilinae","Limnephilinae","Limnephilus","Limnephilus","Limnephilus","Limnephilus","Limnephilus","Limnephilus",NA,NA,NA,NA,NA,NA
"717","Limnesia","Acari","Acari","Limnesia",83051,"Limnesia",83051,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Limnesiidae","","","","","","Limnesia","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Limnesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","Limnichidae","Limnichidae","Limnichidae","Limnichidae",114030,"Limnichidae",114030,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Limnichidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Coleoptera","Coleoptera","Coleoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","Limnodrilus","Tubificidae","Oligochaeta","Limnodrilus",68638,"Limnodrilus",68638,"Annelida","","","Clitellata","Oligochaeta","","","Haplotaxida","Tubificina","","","Tubificidae","","","","","","Limnodrilus","","","","",NA,NA,"Subclass","Family","Genus","Oligochaeta","Tubificidae","Limnodrilus","Oligochaeta","Tubificidae","Tubificidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Limnodrilus","Tubificidae","Oligochaeta","Limnodrilus",68638,"Limnodrilus hoffmeisteri",68639,"Annelida","","","Clitellata","Oligochaeta","","","Haplotaxida","Tubificina","","","Tubificidae","","","","","","Limnodrilus","","","","",NA,NA,"Subclass","Family","Genus","Oligochaeta","Tubificidae","Limnodrilus","Oligochaeta","Tubificidae","Tubificidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","Limnophyes","Orthocladiinae","Chironomidae","Limnophyes",128776,"Limnophyes",128776,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Limnophyes","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Limnophyes","Chironomidae","Orthocladiinae","Limnophyes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","Limoniidae","Limoniidae","Limoniidae","Limoniidae",-233,"Limoniidae",-233,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Tipulomorpha","Tipuloidea","Limoniidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Nematocera","Nematocera","Nematocera","Diptera","Diptera","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Limoniidae","Limoniidae","Limoniidae","Limoniidae",-233,"Limnophilinae",-247,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Tipulomorpha","Tipuloidea","Limoniidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Nematocera","Nematocera","Nematocera","Diptera","Diptera","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","Limoniidae","Limoniidae","Limoniidae","Limoniidae",-233,"Limoniinae sp. AJF#03",-217,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Tipulomorpha","Tipuloidea","Limoniidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Nematocera","Nematocera","Nematocera","Diptera","Diptera","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
